a,0.0000000000
aaron,2.3025850930
abandon,1.6094379124
abandoned,2.3025850930
abate,1.2039728043
abated,1.6094379124
abatement,2.3025850930
abatements,2.3025850930
abbey,2.3025850930
abed,2.3025850930
abhor,1.2039728043
abhorr,1.2039728043
abhorred,0.5108256238
abhorring,1.6094379124
abhors,2.3025850930
abide,1.2039728043
abides,1.6094379124
abilities,1.6094379124
ability,1.6094379124
abjectly,2.3025850930
abjects,2.3025850930
abjure,1.6094379124
able,0.3566749439
abler,2.3025850930
aboard,0.9162907319
abode,1.2039728043
abominable,1.6094379124
abominably,2.3025850930
abominations,2.3025850930
abound,1.6094379124
about,0.0000000000
above,0.0000000000
abraham,2.3025850930
abridged,2.3025850930
abridgement,2.3025850930
abroach,2.3025850930
abroad,0.1053605157
absence,0.5108256238
absent,0.9162907319
absolute,0.3566749439
absolved,2.3025850930
absolver,2.3025850930
abstinence,2.3025850930
abstract,1.6094379124
absurd,1.6094379124
abundance,2.3025850930
abundantly,2.3025850930
abuse,0.2231435513
abused,0.3566749439
abuser,2.3025850930
abuses,0.9162907319
abysm,2.3025850930
accent,1.2039728043
accents,0.6931471806
accept,1.2039728043
acceptance,1.6094379124
accepts,1.6094379124
access,0.6931471806
accident,1.2039728043
accidental,1.6094379124
accidentally,2.3025850930
accidents,0.9162907319
accit,2.3025850930
acclamations,2.3025850930
accommodate,2.3025850930
accommodation,2.3025850930
accompanied,1.6094379124
accompany,1.2039728043
accompanying,2.3025850930
accomplish,1.6094379124
accord,2.3025850930
according,0.5108256238
accordingly,2.3025850930
account,0.2231435513
accountant,2.3025850930
accounted,1.2039728043
accounts,2.3025850930
accoutred,2.3025850930
accumulate,2.3025850930
accumulation,2.3025850930
accursed,0.9162907319
accurst,2.3025850930
accusation,2.3025850930
accusations,1.6094379124
accuse,0.6931471806
accused,1.6094379124
accuser,2.3025850930
accusers,2.3025850930
accuses,2.3025850930
accustom,2.3025850930
accustomed,2.3025850930
ache,0.9162907319
acheron,1.6094379124
aches,0.9162907319
achieve,1.6094379124
achieved,1.2039728043
achievements,2.3025850930
achieving,2.3025850930
aching,2.3025850930
acknowledge,0.9162907319
acknowledged,1.6094379124
acknown,2.3025850930
acquaint,0.6931471806
acquaintance,0.6931471806
acquainted,0.9162907319
acquire,1.6094379124
acre,2.3025850930
acres,2.3025850930
across,1.6094379124
act,0.0000000000
actaeon,2.3025850930
acted,0.6931471806
acting,0.6931471806
action,0.1053605157
actions,0.9162907319
actium,2.3025850930
actively,2.3025850930
activity,2.3025850930
actor,1.2039728043
actors,1.2039728043
acts,0.5108256238
actual,1.6094379124
ad,2.3025850930
adage,2.3025850930
adallas,2.3025850930
adam,1.6094379124
add,0.3566749439
added,0.5108256238
adder,0.6931471806
adders,2.3025850930
addicted,2.3025850930
addiction,2.3025850930
adding,2.3025850930
addition,0.3566749439
additions,2.3025850930
addle,2.3025850930
address,0.9162907319
addressing,2.3025850930
adhere,2.3025850930
adheres,2.3025850930
adieu,0.3566749439
adieus,2.3025850930
adjacent,1.6094379124
adjoin,2.3025850930
adjoining,1.6094379124
adjudged,2.3025850930
admirable,0.9162907319
admiral,2.3025850930
admiration,1.6094379124
admire,2.3025850930
admired,0.9162907319
admit,1.2039728043
admits,1.6094379124
admittance,1.6094379124
admitted,0.9162907319
admitting,2.3025850930
ado,0.9162907319
adopt,1.6094379124
adopted,1.6094379124
adoption,2.3025850930
adore,1.2039728043
adored,2.3025850930
adores,2.3025850930
adorest,2.3025850930
adoring,2.3025850930
adorn,2.3025850930
adornings,2.3025850930
adrian,2.3025850930
adulterate,2.3025850930
adulterers,2.3025850930
adulteress,2.3025850930
adulterous,2.3025850930
adultery,2.3025850930
adultress,2.3025850930
advance,0.5108256238
advanced,0.6931471806
advancement,1.6094379124
advances,1.6094379124
advancing,1.6094379124
advantage,0.2231435513
advantages,1.6094379124
adventure,2.3025850930
adventurous,1.6094379124
adversaries,2.3025850930
adversary,1.6094379124
adversely,2.3025850930
adversities,2.3025850930
adversity,2.3025850930
advice,0.5108256238
advise,0.2231435513
advised,0.9162907319
advises,2.3025850930
advocation,2.3025850930
aedile,2.3025850930
aediles,2.3025850930
aemilius,1.2039728043
aeneas,0.9162907319
aerial,2.3025850930
aery,2.3025850930
aetna,2.3025850930
afar,0.6931471806
afeard,0.9162907319
affability,2.3025850930
affable,2.3025850930
affair,1.2039728043
affairs,0.3566749439
affect,0.5108256238
affectation,2.3025850930
affected,1.2039728043
affecting,1.6094379124
affection,0.1053605157
affectionate,2.3025850930
affections,0.5108256238
affects,1.6094379124
affeer,2.3025850930
affined,2.3025850930
affinity,2.3025850930
affirm,2.3025850930
afflict,0.6931471806
afflicted,1.6094379124
affliction,0.5108256238
afflictions,2.3025850930
afflicts,1.6094379124
afford,1.2039728043
affordeth,2.3025850930
affords,1.2039728043
affray,2.3025850930
affright,1.6094379124
affrighted,1.2039728043
affrights,2.3025850930
affront,2.3025850930
afire,2.3025850930
afloat,2.3025850930
afoot,0.6931471806
afore,1.6094379124
afraid,0.5108256238
afric,2.3025850930
after,0.0000000000
afternoon,0.9162907319
afterwards,0.5108256238
again,0.0000000000
against,0.0000000000
agate,2.3025850930
age,0.0000000000
aged,0.9162907319
agent,2.3025850930
agents,1.6094379124
ages,1.2039728043
agile,2.3025850930
agitation,2.3025850930
agnise,2.3025850930
ago,0.5108256238
agree,0.9162907319
agreed,1.6094379124
agreeing,1.2039728043
agrees,2.3025850930
agrippa,1.6094379124
ague,1.2039728043
agued,2.3025850930
agues,2.3025850930
ah,0.2231435513
aid,0.5108256238
aidant,2.3025850930
aidless,2.3025850930
aim,0.2231435513
aims,2.3025850930
air,0.0000000000
airless,2.3025850930
airs,1.6094379124
airy,1.6094379124
ajax,1.2039728043
alabaster,2.3025850930
alack,0.3566749439
alacrity,2.3025850930
alarbus,2.3025850930
alarm,1.6094379124
alarum,0.5108256238
alarums,0.9162907319
alas,0.0000000000
albany,2.3025850930
albeit,2.3025850930
albion,2.3025850930
alchemist,2.3025850930
alchemy,2.3025850930
alcibiades,2.3025850930
alcides,1.6094379124
alderman,2.3025850930
alehouse,1.6094379124
aleppo,1.6094379124
alexander,1.2039728043
alexandria,2.3025850930
alexandrian,2.3025850930
alexas,2.3025850930
alias,2.3025850930
alight,2.3025850930
alighted,2.3025850930
alike,0.5108256238
alive,0.2231435513
all,0.0000000000
alla,2.3025850930
allay,1.6094379124
allaying,2.3025850930
allegiance,0.9162907319
alleys,2.3025850930
alliance,1.6094379124
alligator,2.3025850930
allot,2.3025850930
allow,0.5108256238
allowance,0.9162907319
allowed,2.3025850930
allows,1.6094379124
allure,2.3025850930
ally,1.2039728043
almain,2.3025850930
almanacs,2.3025850930
almost,0.0000000000
alms,0.6931471806
aloft,1.6094379124
alone,0.0000000000
along,0.1053605157
aloof,0.9162907319
aloud,0.5108256238
alphabet,2.3025850930
alps,2.3025850930
already,0.0000000000
also,0.3566749439
alter,0.9162907319
alteration,0.9162907319
although,0.5108256238
altitude,1.2039728043
altogether,0.9162907319
always,0.5108256238
am,0.0000000000
amain,2.3025850930
amaze,1.6094379124
amazed,0.5108256238
amazedly,2.3025850930
amazement,1.6094379124
amazon,2.3025850930
amazonian,2.3025850930
amazons,2.3025850930
ambassador,1.2039728043
ambassadors,1.6094379124
amber,2.3025850930
ambiguities,2.3025850930
ambiguous,2.3025850930
ambition,0.3566749439
ambitious,0.9162907319
ambitiously,2.3025850930
amble,2.3025850930
ambling,2.3025850930
ambuscadoes,2.3025850930
ambush,2.3025850930
amen,0.2231435513
amend,1.6094379124
amended,1.6094379124
amends,1.6094379124
amerce,2.3025850930
amiable,2.3025850930
amiss,0.3566749439
amities,1.6094379124
amity,1.6094379124
among,0.2231435513
amongst,0.6931471806
amorous,0.6931471806
ample,1.6094379124
amplest,2.3025850930
amplified,2.3025850930
amplify,2.3025850930
amyntas,2.3025850930
an,0.0000000000
anatomize,2.3025850930
anatomy,2.3025850930
ancestor,0.9162907319
ancestors,1.2039728043
anchises,2.3025850930
anchor,1.2039728043
anchorage,2.3025850930
anchoring,2.3025850930
ancient,0.3566749439
ancle,2.3025850930
ancus,2.3025850930
and,0.0000000000
andronici,2.3025850930
andronicus,2.3025850930
anew,1.6094379124
angel,0.3566749439
angelica,2.3025850930
angelical,2.3025850930
angelo,2.3025850930
angels,1.2039728043
anger,0.1053605157
angering,2.3025850930
angerly,2.3025850930
angle,1.6094379124
angler,2.3025850930
angling,2.3025850930
angry,0.0000000000
anguish,1.2039728043
angus,2.3025850930
animal,2.3025850930
animals,2.3025850930
annals,2.3025850930
annex,2.3025850930
annexment,2.3025850930
annoy,1.6094379124
annoyance,2.3025850930
annoying,2.3025850930
annual,2.3025850930
anoint,2.3025850930
anointed,1.6094379124
anon,0.1053605157
another,0.0000000000
anselme,2.3025850930
answer,0.0000000000
answerable,2.3025850930
answered,1.6094379124
answerer,2.3025850930
answerest,2.3025850930
answering,1.2039728043
answers,1.6094379124
ant,2.3025850930
ante,1.6094379124
anthony,2.3025850930
anthropophagi,2.3025850930
antiates,2.3025850930
antic,1.2039728043
anticipates,2.3025850930
anticipatest,2.3025850930
anticipation,2.3025850930
antick,2.3025850930
antidote,2.3025850930
antidotes,2.3025850930
antipathy,2.3025850930
antique,1.2039728043
antiquity,2.3025850930
antium,2.3025850930
antoniad,2.3025850930
antonius,1.6094379124
antony,0.9162907319
antres,2.3025850930
anvil,2.3025850930
any,0.0000000000
apace,0.5108256238
apart,0.2231435513
ape,1.6094379124
apemantus,2.3025850930
apes,1.6094379124
apiece,2.3025850930
apish,2.3025850930
apollinem,2.3025850930
apollo,1.6094379124
apollodorus,2.3025850930
apology,2.3025850930
apoplex,2.3025850930
apoplexy,2.3025850930
apothecary,1.6094379124
appal,1.6094379124
appals,2.3025850930
apparel,1.2039728043
apparell,2.3025850930
apparent,1.2039728043
apparition,1.2039728043
apparitions,2.3025850930
appeal,2.3025850930
appear,0.2231435513
appearance,1.6094379124
appeared,1.6094379124
appearing,1.6094379124
appears,0.3566749439
appease,1.6094379124
appeased,2.3025850930
apperil,2.3025850930
appertain,2.3025850930
appertaining,2.3025850930
appertains,2.3025850930
appetite,0.1053605157
appetites,1.6094379124
applaud,1.2039728043
applauding,1.6094379124
applause,1.2039728043
applauses,2.3025850930
apple,2.3025850930
