&c,0.9162907319
&c],0.2231435513
',0.0000000000
'],0.9162907319
'a,1.2039728043
'ad,2.3025850930
'adam,2.3025850930
'adieu,2.3025850930
'affectionate,2.3025850930
'aged,2.3025850930
'agrippa,2.3025850930
'ah,2.3025850930
'alack,2.3025850930
'alas,2.3025850930
'alone,2.3025850930
'amen,2.3025850930
'amen',2.3025850930
'an,1.6094379124
'and,1.6094379124
'anon,2.3025850930
'antony,2.3025850930
'aroint,2.3025850930
'artemidorus,2.3025850930
'as,2.3025850930
'as'es,2.3025850930
'ay,2.3025850930
'ay',2.3025850930
'banished,2.3025850930
'banished',2.3025850930
'banishment,2.3025850930
'be,2.3025850930
'beautified',2.3025850930
'beseech,2.3025850930
'better',2.3025850930
'better:',2.3025850930
'black,2.3025850930
'bout,2.3025850930
'bove,1.2039728043
'break,2.3025850930
'broad;',2.3025850930
'brutus,1.6094379124
'but,1.6094379124
'by,2.3025850930
'caesar,2.3025850930
'caesar',2.3025850930
'caesar:',2.3025850930
'casion,2.3025850930
'cause,2.3025850930
'certes,2.3025850930
'choose,2.3025850930
'citizens,2.3025850930
'closes,2.3025850930
'come,1.6094379124
'commend,2.3025850930
'coriolanus,2.3025850930
'cursed,2.3025850930
'darest,2.3025850930
'dear,2.3025850930
'death,2.3025850930
'death;',2.3025850930
'deny,2.3025850930
'do,1.2039728043
'dost,2.3025850930
'doubt,2.3025850930
'dove;',2.3025850930
'down,2.3025850930
'em,0.3566749439
'em:,0.9162907319
'em;,1.6094379124
'enough,2.3025850930
'faith,0.6931471806
'faith;,2.3025850930
'fall'st,2.3025850930
'father',2.3025850930
'fear,2.3025850930
'fine;',2.3025850930
'fly,2.3025850930
'fool,2.3025850930
'for,1.2039728043
'fore,1.2039728043
'forgive,1.6094379124
'friend,2.3025850930
'gainst,0.1053605157
'gentleman,2.3025850930
'gins,1.6094379124
'give,1.6094379124
'glamis,2.3025850930
'god,1.2039728043
'goneril,2.3025850930
'good,0.6931471806
'greed,2.3025850930
'hail,2.3025850930
'hamlet,2.3025850930
'havior,1.6094379124
'havoc,2.3025850930
'he,1.6094379124
'head,2.3025850930
'heart's,2.3025850930
'help,1.6094379124
'hem,2.3025850930
'here,1.6094379124
'high,2.3025850930
'ho,2.3025850930
'hold,1.6094379124
'horatio,2.3025850930
'i,0.2231435513
'i',2.3025850930
'i';,2.3025850930
'i'll,2.3025850930
'if,1.6094379124
'ild,1.6094379124
'imponed,2.3025850930
'in,2.3025850930
'indeed,2.3025850930
'integer,2.3025850930
'ira,2.3025850930
'it,1.2039728043
'juliet,2.3025850930
'lady,2.3025850930
'laertes,2.3025850930
'larum,2.3025850930
'larums,2.3025850930
'las,2.3025850930
'ld,2.3025850930
'ldst,2.3025850930
'let,1.6094379124
'liberty,2.3025850930
'll,2.3025850930
'lo,2.3025850930
'long,1.6094379124
'longs,2.3025850930
'look,2.3025850930
'lord,2.3025850930
'love',2.3025850930
'make,2.3025850930
'man,1.6094379124
'marcius,2.3025850930
'marry',2.3025850930
'mildly,2.3025850930
'mobled,2.3025850930
'mong,2.3025850930
'mongst,1.2039728043
'murder,2.3025850930
'music,2.3025850930
'my,1.2039728043
'naked,2.3025850930
'no,1.2039728043
'no',1.2039728043
'not,1.6094379124
'nothing,2.3025850930
'now,1.6094379124
'o,0.9162907319
'old,2.3025850930
'one,2.3025850930
'parel,2.3025850930
'patricians,2.3025850930
'peace,1.2039728043
'pothecary,2.3025850930
'proud,2.3025850930
'rise;',2.3025850930
'romeo,2.3025850930
'run,2.3025850930
's,0.5108256238
's:,1.2039728043
'say,2.3025850930
'sblood,1.6094379124
'scape,0.6931471806
'scape;,2.3025850930
'scaped,1.6094379124
'scapes,2.3025850930
'scuse,2.3025850930
'sdeath,2.3025850930
'se,2.3025850930
'seems,2.3025850930
'shall,1.6094379124
'shall',2.3025850930
'should',2.3025850930
'sicinius,2.3025850930
'signior,2.3025850930
'silver,2.3025850930
'sir,2.3025850930
'sisters,2.3025850930
'sleep,1.6094379124
'speak,2.3025850930
'stay,2.3025850930
'stroy'd,2.3025850930
'stuprum,2.3025850930
'suum,2.3025850930
'sweet,2.3025850930
'swounds,2.3025850930
't,0.1053605157
't:,0.6931471806
't;,0.5108256238
'take,1.6094379124
'tear,2.3025850930
'thane,2.3025850930
'that,2.3025850930
'the,1.2039728043
'then,2.3025850930
'there,2.3025850930
'these,2.3025850930
'they,1.6094379124
'thine,2.3025850930
'this,0.5108256238
'thou,1.2039728043
'though,2.3025850930
'thus,1.6094379124
'thwack,2.3025850930
'ticed,2.3025850930
'tis,0.0000000000
'tis:,2.3025850930
'to,2.3025850930
'tribunes,2.3025850930
'true,2.3025850930
'twas,0.0000000000
'tween,0.5108256238
'twere,0.1053605157
'twill,0.2231435513
'twixt,0.1053605157
'twould,0.2231435513
'tybalt,2.3025850930
'tybalt's,2.3025850930
'vengeance,2.3025850930
'voided,2.3025850930
'we,1.2039728043
'welcome,2.3025850930
'well,2.3025850930
'what,2.3025850930
'when,1.6094379124
'where's,2.3025850930
'while,2.3025850930
'who,2.3025850930
'whore',2.3025850930
'whore:',2.3025850930
'willow;',2.3025850930
'wilt,2.3025850930
'would',2.3025850930
'yea,2.3025850930
'yes,2.3025850930
'you'll,2.3025850930
'your,0.9162907319
'zounds,1.2039728043
(a,2.3025850930
(aedile:),2.3025850930
(albany:),2.3025850930
(antony:),2.3025850930
(apothecary:),2.3025850930
(artemidorus:),2.3025850930
(attendant:),2.3025850930
(aufidius:),2.3025850930
(brutus:),1.6094379124
(burgundy:),2.3025850930
(caesar:),2.3025850930
(captain:),1.6094379124
(cato:),2.3025850930
(cinna,2.3025850930
(clown:),1.2039728043
(coriolanus:),2.3025850930
(cornwall:),2.3025850930
(cupid:),2.3025850930
(doctor:),2.3025850930
(egyptian:),2.3025850930
(fifth,2.3025850930
(first,0.0000000000
(fool:),2.3025850930
(fourth,1.2039728043
(gentleman:),1.6094379124
(gentlemen:),2.3025850930
(gentlewoman:),1.6094379124
(ghost:),2.3025850930
(gloucester:),2.3025850930
(guard:),2.3025850930
(herald:),2.3025850930
(jeweller:),2.3025850930
(kent:),2.3025850930
(king,1.6094379124
(knight:),2.3025850930
(lartius:),2.3025850930
(lepidus:),1.6094379124
(lieutenant:),2.3025850930
(lord,2.3025850930
(lord:),1.6094379124
(lucilius',2.3025850930
(marcus:),2.3025850930
(menenius:),2.3025850930
(merchant:),2.3025850930
(messenger:),0.1053605157
(nurse:),1.6094379124
(octavius:),2.3025850930
(officer:),2.3025850930
(old,2.3025850930
(page:),1.6094379124
(painter:),2.3025850930
(player,2.3025850930
(plebeians),2.3025850930
(poet:),1.6094379124
(pompey:),2.3025850930
(popilius:),2.3025850930
(prince,2.3025850930
(prince:),2.3025850930
(queen,2.3025850930
(roman:),2.3025850930
(sailor:),2.3025850930
(second,0.0000000000
(senator:),1.6094379124
(sergeant:),2.3025850930
(servant:),0.9162907319
(seventh,2.3025850930
(sicinius:),2.3025850930
(sixth,2.3025850930
(soldier:),2.3025850930
(son:),2.3025850930
(soothsayer:),1.6094379124
(third,0.1053605157
(varro's,2.3025850930
(volsce:),2.3025850930
:,2.3025850930
[,1.2039728043
[a,0.1053605157
[above],2.3025850930
[advances,2.3025850930
[advances],2.3025850930
[advancing],1.6094379124
[alarum,0.6931471806
[alarums,0.9162907319
[aloud],2.3025850930
[also,2.3025850930
[another,2.3025850930
[antony,2.3025850930
[apparitions,2.3025850930
[applies,2.3025850930
[applying,2.3025850930
[approaching,2.3025850930
[as,2.3025850930
[aside,0.3566749439
[aside],0.0000000000
[beating,2.3025850930
[beats,1.2039728043
[behind],2.3025850930
[bell,1.6094379124
[beneath],2.3025850930
[brabantio,2.3025850930
[brutus,1.6094379124
[by,2.3025850930
[caesar,2.3025850930
[canidius,2.3025850930
[casca,2.3025850930
[cassio,2.3025850930
[censorinus,2.3025850930
[citizens,2.3025850930
[cleopatra,2.3025850930
[clock,2.3025850930
[cock,2.3025850930
[comes,2.3025850930
[coming,1.6094379124
[coriolanus,2.3025850930
[cornets,2.3025850930
[cry,2.3025850930
[cuts,2.3025850930
[danish,2.3025850930
[demetrius,2.3025850930
[descends],2.3025850930
[dies,2.3025850930
[dies],0.2231435513
[digging],2.3025850930
[drawing,0.9162907319
[drawing],1.6094379124
[draws,1.6094379124
[draws],2.3025850930
[drinks],2.3025850930
[drum,0.9162907319
[drums,1.2039728043
[during,2.3025850930
[eating,2.3025850930
[eats,2.3025850930
[edgar,2.3025850930
[edmund,2.3025850930
[embracing],2.3025850930
[enter,0.0000000000
[enters,1.6094379124
[exeunt,0.0000000000
[exeunt;,2.3025850930
[exeunt],0.0000000000
[exit,0.0000000000
[exit],0.0000000000
[faints],1.6094379124
[falling,2.3025850930
[falls,0.9162907319
[falls],1.6094379124
[first,1.6094379124
[flaminius,2.3025850930
[flourish,0.3566749439
[flourish],0.9162907319
[fool,2.3025850930
[francisco,2.3025850930
[ghost,1.6094379124
[gives,0.6931471806
[giving,1.2039728043
[goes,2.3025850930
[going],2.3025850930
[grappling,2.3025850930
[guns,2.3025850930
[hamlet,2.3025850930
[hautboys,0.9162907319
[hautboys],2.3025850930
[he,0.5108256238
[hecate,2.3025850930
[helping,2.3025850930
[here,2.3025850930
[hides,2.3025850930
[horns,2.3025850930
[iago,2.3025850930
[in,2.3025850930
[juliet,2.3025850930
[keeping,2.3025850930
[kent,2.3025850930
[kills,1.2039728043
[king,2.3025850930
[kisses,1.6094379124
[kissing,1.6094379124
[kneeling],1.2039728043
[kneels],1.6094379124
[knocking,1.2039728043
[knocking],2.3025850930
[lady,2.3025850930
[laertes,2.3025850930
[lavinia,2.3025850930
[laying,1.6094379124
[leaps,2.3025850930
[lieth,2.3025850930
[lifts,2.3025850930
[looking,1.2039728043
[loud,2.3025850930
[low,2.3025850930
[lucius,2.3025850930
[lying,2.3025850930
[makes,1.6094379124
[march,1.6094379124
[march],2.3025850930
[marcius,2.3025850930
[marcus,2.3025850930
[mark,2.3025850930
[music,0.5108256238
[music],2.3025850930
[musicians,2.3025850930
[mutius,2.3025850930
[noise,1.6094379124
[nurse,2.3025850930
[offering,1.2039728043
[one,2.3025850930
[opens,0.9162907319
[othello,2.3025850930
[pindarus,2.3025850930
[pointing,0.9162907319
[points,2.3025850930
[polonius,2.3025850930
[pours,2.3025850930
[publius,2.3025850930
[pushes,1.6094379124
[puts,2.3025850930
[putting,2.3025850930
[queen,2.3025850930
[raising,2.3025850930
[re,0.0000000000
[reads,2.3025850930
[reads],0.5108256238
[reciting,2.3025850930
[regan,2.3025850930
[retires,1.6094379124
[retires],1.2039728043
[retiring,2.3025850930
[retiring],2.3025850930
[retreat,2.3025850930
[returning],2.3025850930
[rises,2.3025850930
[rises],2.3025850930
[rising],0.9162907319
[runs,2.3025850930
[saturninus,2.3025850930
[scattering,2.3025850930
[second,2.3025850930
[seeing,2.3025850930
[seizes,2.3025850930
[seizing,2.3025850930
[sennet,1.2039728043
[sentinels,2.3025850930
[servants,1.6094379124
[setting,2.3025850930
[she,1.2039728043
[shout,1.2039728043
[shout],2.3025850930
[shouting,2.3025850930
[shouts,2.3025850930
[singing],1.2039728043
[sings],1.2039728043
[sits,2.3025850930
[sleeps],1.6094379124
[snatching,1.6094379124
[sound,2.3025850930
[speaking,1.6094379124
[stabbing,1.6094379124
[stabs,0.9162907319
[standing,2.3025850930
[staying,2.3025850930
[stocks,2.3025850930
[storm,2.3025850930
[strikes,2.3025850930
[striking,1.6094379124
[takes,1.2039728043
[tearing,2.3025850930
[the,0.2231435513
[they,0.1053605157
[third,2.3025850930
[throwing,1.6094379124
[throws,1.2039728043
[thunder,1.6094379124
[timon,2.3025850930
[titus,2.3025850930
[to,0.0000000000
[tripping,2.3025850930
[trumpet,1.2039728043
[trumpets,0.6931471806
[trumpets;,2.3025850930
[tucket,1.6094379124
[turning,2.3025850930
[tybalt,2.3025850930
[undraws,2.3025850930
[unlocks,2.3025850930
[unmuffling],2.3025850930
[varro,2.3025850930
[whispers,2.3025850930
[whispers],2.3025850930
[witches,2.3025850930
[within,1.6094379124
[within],0.2231435513
[wounds,1.6094379124
[writing],2.3025850930
],0.9162907319
a,0.0000000000
a',0.9162907319
aaron,2.3025850930
aaron's,2.3025850930
aaron;,2.3025850930
aaron],2.3025850930
abandon,1.6094379124
abandoned,2.3025850930
abate,1.2039728043
abated,1.6094379124
abatement,2.3025850930
abatements,2.3025850930
abbey,2.3025850930
abed,2.3025850930
abhor,1.2039728043
abhorr'd,1.2039728043
abhorr'dst,2.3025850930
abhorred,0.5108256238
abhorring,1.6094379124
abhors,2.3025850930
abide,1.2039728043
abides,1.6094379124
abilities,1.6094379124
ability,1.6094379124
abjectly,2.3025850930
abjects,2.3025850930
abjure,1.6094379124
able,0.3566749439
abler,2.3025850930
aboard,1.6094379124
aboard:,2.3025850930
aboard;,1.6094379124
abode,1.2039728043
abominable,1.6094379124
abominably,2.3025850930
abominations,2.3025850930
abound,2.3025850930
abound'st,2.3025850930
about,0.0000000000
about:,1.2039728043
about;,1.6094379124
above,0.0000000000
above:,2.3025850930
above;,2.3025850930
above],1.2039728043
abraham,2.3025850930
abridged,2.3025850930
abridgement,2.3025850930
abroach,2.3025850930
abroad,0.2231435513
abroad:,2.3025850930
abroad;,1.2039728043
absence,0.5108256238
absence:,2.3025850930
absent,0.9162907319
absolute,0.3566749439
absolute;,2.3025850930
absolved,2.3025850930
absolver,2.3025850930
abstinence:,2.3025850930
abstract,1.6094379124
absurd,1.6094379124
absurd:,2.3025850930
abundance,2.3025850930
abundance;,2.3025850930
abundantly,2.3025850930
abuse,0.3566749439
abuse:,2.3025850930
abused,0.5108256238
abused:,2.3025850930
abused;,1.6094379124
abuser,2.3025850930
abuses,1.2039728043
abuses:,2.3025850930
abysm,2.3025850930
accent,1.2039728043
accents,0.6931471806
accept,1.2039728043
accept;,2.3025850930
acceptance,1.6094379124
accepts,1.6094379124
access,0.6931471806
accident,1.2039728043
accident:,2.3025850930
accidental,1.6094379124
accidentally,2.3025850930
accidents,1.6094379124
accidents;,1.6094379124
accit'd,2.3025850930
acclamations,2.3025850930
accommodate,2.3025850930
accommodation,2.3025850930
accompanied,1.6094379124
accompany,1.2039728043
accompanying,2.3025850930
accomplish,1.6094379124
accord,2.3025850930
according,0.5108256238
accordingly,2.3025850930
account,0.3566749439
account:,2.3025850930
accountant,2.3025850930
accounted,1.2039728043
accounts,2.3025850930
accoutred,2.3025850930
accumulate;,2.3025850930
accumulation,2.3025850930
accursed,0.9162907319
accurst,2.3025850930
accusation,2.3025850930
accusations,1.6094379124
accusations;,2.3025850930
accuse,0.6931471806
accused,1.6094379124
accuser's,2.3025850930
accusers,2.3025850930
accuses,2.3025850930
accustom'd,2.3025850930
accustomed,2.3025850930
